DATE,INTDSRGBM193N
2008-10-01,3.1666666666666667
2009-01-01,1.00000000000000000000
2009-04-01,0.50000000000000000000
2009-07-01,0.50000000000000000000
2009-10-01,0.50000000000000000000
2010-01-01,0.50000000000000000000
2010-04-01,0.50000000000000000000
2010-07-01,0.50000000000000000000
2010-10-01,0.50000000000000000000
2011-01-01,0.50000000000000000000
2011-04-01,0.50000000000000000000
2011-07-01,0.50000000000000000000
2011-10-01,0.50000000000000000000
2012-01-01,0.50000000000000000000
2012-04-01,0.50000000000000000000
2012-07-01,0.50000000000000000000
2012-10-01,0.50000000000000000000
2013-01-01,0.50000000000000000000
